Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Period,0,100.0,integer,4,"933: 9,786; 934: 9,396; 941: 8,966"
PSU,0,100.0,integer,1056,636: 60; 284: 58; 477: 58
Khanevar,0,100.0,integer,14,"5: 4,683; 6: 4,526; 4: 4,435"
RadifPasokhgoo,0,100.0,integer,10,"1: 14,133; 2: 13,205; 3: 5,317"
A06,0,100.0,integer,7,"2: 5,432; 1: 5,309; 4: 5,289"
A07,0,100.0,integer,149,"931209: 1,506; 930909: 1,490; 940316: 1,436"
A08,0,100.0,integer,150,"930910: 1,404; 930913: 1,404; 940322: 1,399"
A09,0,100.0,integer,2,"1: 18,752; 2: 17,644"
A10,0,100.0,integer,2,"1: 31,245; 2: 5,151"
A11,0,100.0,integer,2,"2: 22,902; 1: 13,494"
B1_1,24185,33.550390152764045,integer,3,"1: 11,227; 2: 984"
B1_2,35113,3.525112649741735,integer,3,2: 822; 1: 461
KhnID,0,100.0,integer,14689,138336: 10; 133674: 10; 143694: 10
Without_W,0,100.0,integer,1,"1: 36,396"
W,0,100.0,floating,1144,11520.32968: 273; 11355.606375: 188; 7238.524703: 179
W_Khn,0,100.0,floating,1144,11832.137579: 273; 11935.946497: 188; 7434.441768: 179
KhnID_FardId,0,100.0,integer,36396,13106901: 1; 13106902: 1; 13106903: 1
