Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Period,0,100.0,integer,4,"934: 4,228; 933: 4,228; 941: 4,228"
PSU,0,100.0,integer,1057,36: 16; 37: 16; 38: 16
Khanevar,0,100.0,integer,14,"5: 2,114; 6: 2,114; 7: 2,114"
Mah,0,100.0,integer,4,"12: 4,228; 9: 4,228; 3: 4,228"
Rooz,0,100.0,integer,25,"14: 1,727; 15: 1,593; 13: 1,272"
B2,2099,87.58869441816461,integer,10,"2: 7,109; 1: 6,094; 3: 1,060"
B5_HasTelephone,1959,88.41650898770104,integer,3,"1: 13,793; 2: 1,160"
B5_Rooz,0,100.0,integer,9,"8: 9,920; 0: 4,397; 1: 581"
B5_Saat1,4233,74.97043519394512,integer,25,"10: 3,550; 9: 3,031; 8: 2,621"
B5_Saat2,4271,74.74574266792811,integer,25,"20: 2,906; 18: 1,450; 21: 1,293"
P1,0,100.0,integer,2,"1: 14,699; 2: 2,213"
P1_Sharh,14780,12.606433301797537,integer,10,8: 847; 1: 817; 4: 241
IsJaygozin,10555,37.588694418164614,integer,3,"2: 5,267; 1: 1,090"
P2,6342,62.5,integer,3,"2: 8,470; 1: 2,100"
P2_Sharh,16050,5.09697256385998,integer,3,1: 826; 2: 36
P2_Block,16912,-0.0,integer,1,
P2_Khanevar,13749,18.702696310312206,integer,27,29: 438; 32: 400; 8: 338
TedadAfradKhanevar,2212,86.92052980132449,integer,14,"3: 4,346; 4: 4,252; 2: 2,587"
TedadAfrad6AndOver,2212,86.92052980132449,integer,13,"2: 4,582; 3: 3,967; 4: 3,293"
TedadAfrad15AndOver,2212,86.92052980132449,integer,12,"2: 7,524; 3: 3,198; 4: 1,895"
Q1_1,2213,86.91461684011352,string,4,"2: 9,800; 1: 4,877; &: 22"
Q1_2,2213,86.91461684011352,string,7,"1: 9,762; 2: 3,882; 4: 775"
Q2_1,2213,86.91461684011352,string,4,"2: 12,002; 1: 2,617; &: 80"
Q2_2,2213,86.91461684011352,string,4,"1: 7,622; 2: 7,049; &: 28"
Q3_1,2213,86.91461684011352,string,4,"1: 10,358; 2: 4,306; &: 35"
Q3_2,2213,86.91461684011352,string,4,"2: 8,106; 1: 6,522; &: 71"
Q3_3,2213,86.91461684011352,string,4,"2: 9,052; 1: 5,369; &: 278"
Q4_01,2213,86.91461684011352,string,4,"1: 14,595; 2: 90; &: 14"
Q4_02,2213,86.91461684011352,string,4,"1: 8,626; 2: 6,025; &: 48"
Q4_03,2213,86.91461684011352,string,4,"1: 8,477; 2: 6,170; &: 52"
Q4_04,2213,86.91461684011352,string,4,"2: 10,288; 1: 4,311; &: 100"
Q4_05,2213,86.91461684011352,string,4,"1: 13,242; 2: 1,442; &: 15"
Q4_06,2213,86.91461684011352,string,4,"1: 12,158; 2: 2,522; &: 19"
Q4_07,2213,86.91461684011352,string,4,"2: 13,516; 1: 1,164; &: 19"
Q4_08,2213,86.91461684011352,string,4,"2: 12,097; 1: 2,583; &: 19"
Q4_09,2213,86.91461684011352,string,4,"1: 14,534; 2: 141; &: 24"
Q4_10,2213,86.91461684011352,string,4,"1: 8,296; 2: 6,372; &: 31"
Q4_11,2213,86.91461684011352,string,4,"1: 8,744; 2: 5,936; &: 19"
Q5,2213,86.91461684011352,integer,12,"2: 7,647; 3: 3,051; 4: 1,652"
Q6,2213,86.91461684011352,integer,12,"2: 7,177; 3: 2,649; 1: 2,003"
KhnID,0,100.0,integer,16912,135438: 1; 135439: 1; 135440: 1
Without_W,0,100.0,integer,1,"1: 16,912"
W_Khn,2213,86.91461684011352,floating,1145,11832.137579: 108; 7434.441768: 84; 11429.308785: 76
